num_qubits_each_circuit,dataset,average_fidelity
2,FFD,0.8415515129644799
2,MILQ,0.8473973729471301
2,MTMC,0.8395459360821161
2,NoTODS,0.9880501811183965
3,FFD,0.8642338199404609
3,MILQ,0.8516452367095891
3,MTMC,0.8574713790614215
3,NoTODS,0.9523906385866391
4,FFD,0.8143145100487114
4,MILQ,0.8152067407581015
4,MTMC,0.8141552800306198
4,NoTODS,0.9531953844729824
5,FFD,0.7860473535628316
5,MILQ,0.7935304802693349
5,MTMC,0.788110818546029
5,NoTODS,0.8632197706729041
6,FFD,0.9063797735144838
6,MILQ,0.9062516263707232
6,MTMC,0.9072137232731771
6,NoTODS,0.8728347530802575
7,FFD,0.8780436235781822
7,MILQ,0.8838956624959236
7,MTMC,0.8813300967139734
7,NoTODS,0.868423316325943
8,FFD,0.8799667586993746
8,MILQ,0.8765043817434305
8,MTMC,0.8769467009761217
8,NoTODS,0.8578865607336316
9,FFD,0.8642924852782032
9,MILQ,0.8660085756065715
9,MTMC,0.8586251199161129
9,NoTODS,0.8712708799638279
10,FFD,0.8580597017196506
10,MILQ,0.8386701957987512
10,MTMC,0.8530822652213056
10,NoTODS,0.833974592107379
