num_circuit,dataset,average_fidelity
2,FFD,0.8511944085883094
2,MILQ,0.85506011134412
2,MTMC,0.849340037060174
2,NoTODS,0.8362832043469248
3,FFD,0.8493764338419422
3,MILQ,0.846421230582921
3,MTMC,0.8493328107228855
3,NoTODS,0.8422392205203474
4,FFD,0.8529510567457651
4,MILQ,0.8547129920469555
4,MTMC,0.8560369697365868
4,NoTODS,0.8287288875848644
5,FFD,0.8616514208737565
5,MILQ,0.849751193877105
5,MTMC,0.8586413929377078
5,NoTODS,0.8426566132556381
6,FFD,0.859027400409012
6,MILQ,0.8337580594375401
6,MTMC,0.8555384282355825
6,NoTODS,0.850489713068273
7,FFD,0.8584962733709233
7,MILQ,0.8386181571690089
7,MTMC,0.8618741861396724
7,NoTODS,0.8385708291392971
8,FFD,0.860524635924467
8,MILQ,0.8298940375889623
8,MTMC,0.8573704587163894
8,NoTODS,0.8380941729585387
9,FFD,0.853187584108453
9,MILQ,0.8414371976647811
9,MTMC,0.8538648359660607
9,NoTODS,0.8388789149362806
10,FFD,0.8546947000894147
10,MILQ,0.8382368141183834
10,MTMC,0.8562255457386531
10,NoTODS,0.8389296217131228
11,FFD,0.8580597017196506
11,MILQ,0.8386701957987512
11,MTMC,0.8530822652213056
11,NoTODS,0.833974592107379
12,FFD,0.8550745809055192
12,MILQ,0.8319789506962765
12,MTMC,0.8531237181980583
12,NoTODS,0.837473205087376
13,FFD,0.85304845470148
13,MILQ,0.8352489393386573
13,MTMC,0.857110809109942
13,NoTODS,0.8380318594803601
14,FFD,0.8544330923098848
14,MILQ,0.8364438552853195
14,MTMC,0.8608963906051148
14,NoTODS,0.8388509699221632
15,FFD,0.8524070524572771
15,MILQ,0.8386350725542998
15,MTMC,0.8551026202186349
15,NoTODS,0.838290982723342
16,FFD,0.8491182300148541
16,MILQ,0.8430280345427962
16,MTMC,0.8519765619074373
16,NoTODS,0.8342141589486427
17,FFD,0.8540971023836017
17,MILQ,0.8451566374234214
17,MTMC,0.8614289514608368
17,NoTODS,0.8378615944760925
18,FFD,0.8570014656959709
18,MILQ,0.8366538178936913
18,MTMC,0.8543014745073748
18,NoTODS,0.8426149847964179
19,FFD,0.8555921209121269
19,MILQ,0.8418230515387332
19,MTMC,0.8557359820091184
19,NoTODS,0.8354239779222076
20,FFD,0.8554161586292447
20,MTMC,0.8542008909244546
20,NoTODS,0.8413984266687295
