num_circuit,dataset,scheduler_latency
2,FFD,0.005339622497558594
2,MILQ,16.067951917648315
2,MTMC,0.005214214324951172
2,NoTODS,0.148054838180542
3,FFD,0.006670713424682617
3,MILQ,0.1425628662109375
3,MTMC,0.0058400630950927734
3,NoTODS,0.2315995693206787
4,FFD,0.004130840301513672
4,MILQ,0.25725769996643066
4,MTMC,0.01079106330871582
4,NoTODS,0.26380157470703125
5,FFD,0.007157802581787109
5,MILQ,0.31496334075927734
5,MTMC,0.012278556823730469
5,NoTODS,0.34392619132995605
6,FFD,0.007097482681274414
6,MILQ,0.45247888565063477
6,MTMC,0.015160322189331055
6,NoTODS,0.41310834884643555
7,FFD,0.007585048675537109
7,MILQ,1.616396188735962
7,MTMC,0.011529922485351562
7,NoTODS,0.48162269592285156
8,FFD,0.01013493537902832
8,MILQ,1.255976676940918
8,MTMC,0.018175601959228516
8,NoTODS,0.5555870532989502
9,FFD,0.010368108749389648
9,MILQ,2.7075560092926025
9,MTMC,0.022211074829101562
9,NoTODS,0.6984729766845703
10,FFD,0.007984399795532227
10,MILQ,2.812910795211792
10,MTMC,0.022127389907836914
10,NoTODS,0.7480916976928711
11,FFD,0.01385045051574707
11,MILQ,2.2498793601989746
11,MTMC,0.025076627731323242
11,NoTODS,0.7813076972961426
12,FFD,0.015126228332519531
12,MILQ,14.892414569854736
12,MTMC,0.030581235885620117
12,NoTODS,0.8366119861602783
13,FFD,0.0170595645904541
13,MILQ,230.96221947669983
13,MTMC,0.032143354415893555
13,NoTODS,0.9178328514099121
14,FFD,0.018212318420410156
14,MILQ,16.321112871170044
14,MTMC,0.03575706481933594
14,NoTODS,0.9559066295623779
15,FFD,0.020363330841064453
15,MILQ,6.896659851074219
15,MTMC,0.04524517059326172
15,NoTODS,1.013761043548584
16,FFD,0.024014949798583984
16,MILQ,349.921573638916
16,MTMC,0.04764437675476074
16,NoTODS,1.1600377559661865
17,FFD,0.028342008590698242
17,MILQ,13.676048517227173
17,MTMC,0.04919075965881348
17,NoTODS,1.196305274963379
18,FFD,0.030466079711914062
18,MILQ,24.836909770965576
18,MTMC,0.05090808868408203
18,NoTODS,1.2240560054779053
19,FFD,0.03664040565490723
19,MILQ,40.87934398651123
19,MTMC,0.057396888732910156
19,NoTODS,1.2201192378997803
20,FFD,0.04040813446044922
20,MTMC,0.06228494644165039
20,NoTODS,1.3233416080474854
