num_qubits_each_circuit,dataset,average_fidelity
2,FFD,0.8436174496867344
2,MILQ,0.8423574367863551
2,MTMC,0.8403504380345216
2,NoTODS,0.9885467266559301
3,FFD,0.8626017867158241
3,MILQ,0.8661273239501284
3,MTMC,0.860298781634261
3,NoTODS,0.9475688630238324
4,FFD,0.8102408151482958
4,MILQ,0.8156311098861377
4,MTMC,0.8155106890671233
4,NoTODS,0.954447518982459
5,FFD,0.7943665090466808
5,MILQ,0.7838747365198326
5,MTMC,0.7831054475297234
5,NoTODS,0.8604897239273728
6,FFD,0.9111761805809605
6,MILQ,0.9148084736307728
6,MTMC,0.9108165147910037
6,NoTODS,0.8684853440428608
7,FFD,0.8747317360298426
7,MILQ,0.885303291677192
7,MTMC,0.8775656600616326
7,NoTODS,0.8677738732763455
8,FFD,0.8835519492379932
8,MILQ,0.8804223935429364
8,MTMC,0.8824148404466854
8,NoTODS,0.8552033942656302
9,FFD,0.8622344699264755
9,MILQ,0.8599469331570143
9,MTMC,0.8605752701518257
9,NoTODS,0.8701879666488175
10,FFD,0.8524070524572771
10,MILQ,0.8386350725542998
10,MTMC,0.8551026202186349
10,NoTODS,0.838290982723342
