num_qubits_each_circuit,dataset,scheduler_latency
2,FFD,0.00569915771484375
2,MILQ,1.1422574520111084
2,MTMC,0.0060999393463134766
2,NoTODS,0.26813721656799316
3,FFD,0.005693197250366211
3,MILQ,17.32978057861328
3,MTMC,0.0045032501220703125
3,NoTODS,0.2718698978424072
4,FFD,0.0059356689453125
4,MILQ,21.13703751564026
4,MTMC,0.0044934749603271484
4,NoTODS,0.24359369277954102
5,FFD,0.0032167434692382812
5,MILQ,12.499431848526001
5,MTMC,0.004830837249755859
5,NoTODS,0.2657794952392578
6,FFD,0.003725767135620117
6,MILQ,7.239340543746948
6,MTMC,0.006855964660644531
6,NoTODS,0.2727243900299072
7,FFD,0.005774497985839844
7,MILQ,0.20654582977294922
7,MTMC,0.009653806686401367
7,NoTODS,0.2680788040161133
8,FFD,0.0047740936279296875
8,MILQ,0.21759319305419922
8,MTMC,0.010111570358276367
8,NoTODS,0.2785615921020508
9,FFD,0.007523536682128906
9,MILQ,0.36725664138793945
9,MTMC,0.007598161697387695
9,NoTODS,0.21396684646606445
10,FFD,0.004130840301513672
10,MILQ,0.25725769996643066
10,MTMC,0.01079106330871582
10,NoTODS,0.26380157470703125
