num_qubits_each_circuit,dataset,scheduler_latency
2,FFD,0.0061779022216796875
2,MILQ,1.7816240787506104
2,MTMC,0.01058506965637207
2,NoTODS,1.1331660747528076
3,FFD,0.008661270141601562
3,MILQ,6.077594757080078
3,MTMC,0.016743183135986328
3,NoTODS,1.1312782764434814
4,FFD,0.008525848388671875
4,MILQ,3.4783732891082764
4,MTMC,0.017560720443725586
4,NoTODS,1.2045657634735107
5,FFD,0.010441303253173828
5,MILQ,3.1910274028778076
5,MTMC,0.017827272415161133
5,NoTODS,1.2056891918182373
6,FFD,0.023439407348632812
6,MILQ,28.79723334312439
6,MTMC,0.031891822814941406
6,NoTODS,1.2220611572265625
7,FFD,0.024907350540161133
7,MILQ,27.27877140045166
7,MTMC,0.03801989555358887
7,NoTODS,1.193573236465454
8,FFD,0.02834153175354004
8,MILQ,33.53201365470886
8,MTMC,0.043012380599975586
8,NoTODS,1.1988945007324219
9,FFD,0.03215289115905762
9,MILQ,41.63255333900452
9,MTMC,0.04878592491149902
9,NoTODS,1.208512783050537
10,FFD,0.030466079711914062
10,MILQ,24.836909770965576
10,MTMC,0.05090808868408203
10,NoTODS,1.2240560054779053
