num_qubits_each_circuit,dataset,average_utilization
2,FFD,0.76
2,MILQ,0.76
2,MTMC,0.76
2,NoTODS,0.4243369734789392
3,FFD,0.6
3,MILQ,0.6
3,MTMC,0.6
3,NoTODS,0.7984848484848485
4,FFD,0.8
4,MILQ,0.7999920636495308
4,MTMC,0.8
4,NoTODS,0.7777999846260282
5,FFD,1.0
5,MILQ,4.566643040658366e-05
5,MTMC,1.0
5,NoTODS,0.7704347826086957
6,FFD,0.999125874125874
6,MILQ,0.9956987363293337
6,MTMC,0.9997418688693855
6,NoTODS,0.6
7,FFD,0.9740708644332979
7,MILQ,0.9500303119979053
7,MTMC,0.9732280845800876
7,NoTODS,0.7172413793103448
8,FFD,0.8752997604273517
8,MILQ,0.8834739503380369
8,MTMC,0.8813653982874807
8,NoTODS,0.8
9,FFD,0.9040710819973576
9,MILQ,0.9049590577833863
9,MTMC,0.9043807606808766
9,NoTODS,0.9
10,FFD,1.0
10,MILQ,1.0
10,MTMC,1.0
10,NoTODS,1.0
