num_qubits_each_circuit,dataset,scheduler_latency
2,FFD,0.006836414337158203
2,MILQ,1.473374366760254
2,MTMC,0.01101231575012207
2,NoTODS,1.1286053657531738
3,FFD,0.009207725524902344
3,MILQ,1.2123055458068848
3,MTMC,0.01545405387878418
3,NoTODS,1.1478683948516846
4,FFD,0.00971078872680664
4,MILQ,5.719799518585205
4,MTMC,0.015117645263671875
4,NoTODS,1.1707172393798828
5,FFD,0.010387420654296875
5,MILQ,1.5723633766174316
5,MTMC,0.01901531219482422
5,NoTODS,1.1169884204864502
6,FFD,0.020421504974365234
6,MILQ,13.973522186279297
6,MTMC,0.02903437614440918
6,NoTODS,1.0968959331512451
7,FFD,0.022924423217773438
7,MILQ,9.785449028015137
7,MTMC,0.03329300880432129
7,NoTODS,1.1584067344665527
8,FFD,0.02523493766784668
8,MILQ,1680.4396119117737
8,MTMC,0.04231095314025879
8,NoTODS,1.1387794017791748
9,FFD,0.025749683380126953
9,MILQ,11.950233221054077
9,MTMC,0.04551553726196289
9,NoTODS,1.1952173709869385
10,FFD,0.028342008590698242
10,MILQ,13.676048517227173
10,MTMC,0.04919075965881348
10,NoTODS,1.196305274963379
