num_circuit,dataset,average_utilization
2,FFD,0.996875
2,MILQ,0.9930875576036866
2,MTMC,0.9930875576036866
2,NoTODS,0.6
3,FFD,0.9953917050691246
3,MILQ,0.9976689976689977
3,MTMC,0.9953917050691246
3,NoTODS,0.6
4,FFD,0.9994764397905758
4,MILQ,0.9959639678309756
4,MTMC,0.9988344988344988
4,NoTODS,0.6
5,FFD,1.0
5,MILQ,0.019716429899530118
5,MTMC,1.0
5,NoTODS,0.6
6,FFD,0.9968798751950079
6,MILQ,0.6112174533946612
6,MTMC,0.9987864077669902
6,NoTODS,0.6
7,FFD,0.9976780185758514
7,MILQ,0.9934460737420684
7,MTMC,0.9994138335287222
7,NoTODS,0.6
8,FFD,0.9988276670574443
8,MILQ,0.995300238269816
8,MTMC,0.9995289684408857
8,NoTODS,0.6
9,FFD,0.9994172494172494
9,MILQ,0.006500687842201433
9,MTMC,0.9998224431818181
9,NoTODS,0.6
10,FFD,1.0
10,MILQ,0.9968073914772446
10,MTMC,1.0
10,NoTODS,0.6
11,FFD,0.9981395348837209
11,MILQ,0.9959675908228963
11,MTMC,0.9981308411214954
11,NoTODS,0.6
12,FFD,0.9995126705653021
12,MILQ,0.994084008037011
12,MTMC,0.998829953198128
12,NoTODS,0.6
13,FFD,0.9992229992229993
13,MILQ,0.9953861766842091
13,MTMC,0.9992199687987519
13,NoTODS,0.6
14,FFD,0.9998746553020806
14,MILQ,0.9950888573419036
14,MTMC,0.9996653279785811
14,NoTODS,0.6
15,FFD,1.0
15,MILQ,0.9943642785529162
15,MTMC,1.0
15,NoTODS,0.6
16,FFD,0.9988276670574443
16,MILQ,0.9961053574747375
16,MTMC,0.9995519713261649
16,NoTODS,0.6
17,FFD,0.999125874125874
17,MILQ,0.9956987363293337
17,MTMC,0.9997418688693855
17,NoTODS,0.6
18,FFD,0.9994786235662148
18,MILQ,0.9944042354691616
18,MTMC,0.9998212050777757
18,NoTODS,0.6
19,FFD,0.9997406639004149
19,MILQ,0.9954205588296204
19,MTMC,0.9999145299145299
19,NoTODS,0.6
20,FFD,1.0
20,MTMC,1.0
20,NoTODS,0.6
