num_circuit,dataset,scheduler_latency
2,FFD,0.0034465789794921875
2,MILQ,28.6640408039093
2,MTMC,0.00484919548034668
2,NoTODS,0.11785078048706055
3,FFD,0.003979682922363281
3,MILQ,300.1282374858856
3,MTMC,0.0036814212799072266
3,NoTODS,0.2094438076019287
4,FFD,0.003725767135620117
4,MILQ,7.239340543746948
4,MTMC,0.006855964660644531
4,NoTODS,0.2727243900299072
5,FFD,0.0074236392974853516
5,MILQ,0.322878360748291
5,MTMC,0.008220911026000977
5,NoTODS,0.32445454597473145
6,FFD,0.006801128387451172
6,MILQ,0.4145197868347168
6,MTMC,0.008492469787597656
6,NoTODS,0.3882482051849365
7,FFD,0.007187604904174805
7,MILQ,0.9412987232208252
7,MTMC,0.011404275894165039
7,NoTODS,0.4454691410064697
8,FFD,0.008918523788452148
8,MILQ,1.3222928047180176
8,MTMC,0.009466409683227539
8,NoTODS,0.5418694019317627
9,FFD,0.009844779968261719
9,MILQ,2.8926033973693848
9,MTMC,0.011774778366088867
9,NoTODS,0.6284840106964111
10,FFD,0.009897947311401367
10,MILQ,2.7737722396850586
10,MTMC,0.012644290924072266
10,NoTODS,0.6723878383636475
11,FFD,0.01060032844543457
11,MILQ,3.3818886280059814
11,MTMC,0.018226146697998047
11,NoTODS,0.7590854167938232
12,FFD,0.012687206268310547
12,MILQ,3.590121030807495
12,MTMC,0.017161846160888672
12,NoTODS,0.7881424427032471
13,FFD,0.013141632080078125
13,MILQ,4.870052337646484
13,MTMC,0.021611928939819336
13,NoTODS,0.8825986385345459
14,FFD,0.01561737060546875
14,MILQ,6.0211570262908936
14,MTMC,0.021070480346679688
14,NoTODS,0.9609887599945068
15,FFD,0.01437067985534668
15,MILQ,10.139854907989502
15,MTMC,0.024616718292236328
15,NoTODS,0.9717466831207275
16,FFD,0.018944263458251953
16,MILQ,11.893935441970825
16,MTMC,0.027456283569335938
16,NoTODS,1.102797508239746
17,FFD,0.020421504974365234
17,MILQ,13.973522186279297
17,MTMC,0.02903437614440918
17,NoTODS,1.0968959331512451
18,FFD,0.023439407348632812
18,MILQ,28.79723334312439
18,MTMC,0.031891822814941406
18,NoTODS,1.2220611572265625
19,FFD,0.027324914932250977
19,MILQ,21.10175061225891
19,MTMC,0.031183242797851562
19,NoTODS,1.2494227886199951
20,FFD,0.02968144416809082
20,MTMC,0.03333020210266113
20,NoTODS,1.289388656616211
