num_circuit,dataset,average_fidelity
2,FFD,0.9242420684171689
2,MILQ,0.9222029473441351
2,MTMC,0.9015765090196567
2,NoTODS,0.8633822441915853
3,FFD,0.9185279147521435
3,MILQ,0.8995771441985805
3,MTMC,0.9072568124703104
3,NoTODS,0.8700136304237174
4,FFD,0.9049076751292477
4,MILQ,0.9084823337475804
4,MTMC,0.9034840635437238
4,NoTODS,0.8770743578679232
5,FFD,0.9125118536259341
5,MILQ,0.9185022173134713
5,MTMC,0.9110800983585146
5,NoTODS,0.8679933284187294
6,FFD,0.9141680468390957
6,MILQ,0.9203302727847404
6,MTMC,0.9080627550353585
6,NoTODS,0.8744080133580433
7,FFD,0.9084201562197369
7,MILQ,0.9104835204514152
7,MTMC,0.9133491754757234
7,NoTODS,0.8676524904101035
8,FFD,0.9102285281038104
8,MILQ,0.9041940340233169
8,MTMC,0.9088501339041719
8,NoTODS,0.8723479948948801
9,FFD,0.9101821336934058
9,MILQ,0.9100157921380526
9,MTMC,0.9109587627208563
9,NoTODS,0.8657209427216306
10,FFD,0.9142886762937251
10,MILQ,0.9063861834655854
10,MTMC,0.9056331918909611
10,NoTODS,0.8714716949329606
11,FFD,0.9063797735144838
11,MILQ,0.9062516263707232
11,MTMC,0.9072137232731771
11,NoTODS,0.8728347530802575
12,FFD,0.9069433357193863
12,MILQ,0.9096885134359814
12,MTMC,0.9072335045775812
12,NoTODS,0.8711407552902554
13,FFD,0.9133641475280211
13,MILQ,0.9147334525643742
13,MTMC,0.9091143942699509
13,NoTODS,0.8720716931978278
14,FFD,0.9048545130787903
14,MILQ,0.9038862695653831
14,MTMC,0.9097370128587082
14,NoTODS,0.8707705368452212
15,FFD,0.9111761805809605
15,MILQ,0.9148084736307728
15,MTMC,0.9108165147910037
15,NoTODS,0.8684853440428608
16,FFD,0.910524803191865
16,MILQ,0.904789695257323
16,MTMC,0.9088641115010718
16,NoTODS,0.8695466129525485
17,FFD,0.9135579924679559
17,MILQ,0.9100958171223335
17,MTMC,0.9050050276001309
17,NoTODS,0.8732856613276823
18,FFD,0.9100584135191945
18,MILQ,0.9115341238530343
18,MTMC,0.9110607958287579
18,NoTODS,0.8694837587315343
19,FFD,0.9101537815670036
19,MILQ,0.9115946429023428
19,MTMC,0.9116790754470606
19,NoTODS,0.8689872393053291
20,FFD,0.909182537476152
20,MTMC,0.9089398652687011
20,NoTODS,0.8719398621293618
