num_circuit,dataset,scheduler_latency
2,FFD,0.0057697296142578125
2,MILQ,0.33509230613708496
2,MTMC,0.00605463981628418
2,NoTODS,0.30789613723754883
3,FFD,0.005078792572021484
3,MILQ,1.0122008323669434
3,MTMC,0.006245136260986328
3,NoTODS,0.16501331329345703
4,FFD,0.00569915771484375
4,MILQ,1.1422574520111084
4,MTMC,0.0060999393463134766
4,NoTODS,0.26813721656799316
5,FFD,0.006733417510986328
5,MILQ,90.01736736297607
5,MTMC,0.007375240325927734
5,NoTODS,0.29395008087158203
6,FFD,0.005070686340332031
6,MILQ,139.32669854164124
6,MTMC,0.007641792297363281
6,NoTODS,0.38082122802734375
7,FFD,0.001621246337890625
7,MILQ,300.0451407432556
7,MTMC,0.008085250854492188
7,NoTODS,0.4670369625091553
8,FFD,0.006630897521972656
8,MILQ,299.9812490940094
8,MTMC,0.0074138641357421875
8,NoTODS,0.5371983051300049
9,FFD,0.005613803863525391
9,MILQ,300.0177171230316
9,MTMC,0.007684469223022461
9,NoTODS,0.6030607223510742
10,FFD,0.007798671722412109
10,MILQ,299.96478056907654
10,MTMC,0.003733396530151367
10,NoTODS,0.7978434562683105
11,FFD,0.006673097610473633
11,MILQ,299.95681595802307
11,MTMC,0.008195877075195312
11,NoTODS,0.72599196434021
12,FFD,0.0075571537017822266
12,MILQ,299.8050389289856
12,MTMC,0.009062051773071289
12,NoTODS,0.7391326427459717
13,FFD,0.0067484378814697266
13,MILQ,8.649773597717285
13,MTMC,0.008596420288085938
13,NoTODS,0.8520312309265137
14,FFD,0.007288217544555664
14,MILQ,16.52161979675293
14,MTMC,0.007603645324707031
14,NoTODS,0.8903613090515137
15,FFD,0.006613016128540039
15,MILQ,27.633683919906616
15,MTMC,0.009221553802490234
15,NoTODS,0.9686367511749268
16,FFD,0.007015228271484375
16,MILQ,1.262209177017212
16,MTMC,0.009337902069091797
16,NoTODS,1.054476261138916
17,FFD,0.006836414337158203
17,MILQ,1.473374366760254
17,MTMC,0.01101231575012207
17,NoTODS,1.1286053657531738
18,FFD,0.0061779022216796875
18,MILQ,1.7816240787506104
18,MTMC,0.01058506965637207
18,NoTODS,1.1331660747528076
19,FFD,0.006412982940673828
19,MILQ,2.254748821258545
19,MTMC,0.012446403503417969
19,NoTODS,1.2652840614318848
20,FFD,0.008266210556030273
20,MTMC,0.01060342788696289
20,NoTODS,1.2928948402404785
