num_qubits_each_circuit,dataset,average_fidelity
2,FFD,0.836512211994262
2,MILQ,0.8315602992384037
2,MTMC,0.852296941984707
2,NoTODS,0.989000582533569
3,FFD,0.8643324901601646
3,MILQ,0.8607915817857251
3,MTMC,0.8617085659883541
3,NoTODS,0.9518815666118767
4,FFD,0.810811468245015
4,MILQ,0.8205384337958824
4,MTMC,0.8134821505067517
4,NoTODS,0.9533496012633569
5,FFD,0.7791111765930362
5,MILQ,0.7891565506422858
5,MTMC,0.7841392281327193
5,NoTODS,0.8641109823876034
6,FFD,0.9048545130787903
6,MILQ,0.9038862695653831
6,MTMC,0.9097370128587082
6,NoTODS,0.8707705368452212
7,FFD,0.8735128679685744
7,MILQ,0.8870529698834421
7,MTMC,0.87931817578219
7,NoTODS,0.8687136138202132
8,FFD,0.8846673597829786
8,MILQ,0.8803036736424996
8,MTMC,0.8807701342603006
8,NoTODS,0.8595357211908576
9,FFD,0.8584453947093321
9,MILQ,0.8576814040535663
9,MTMC,0.861775808854512
9,NoTODS,0.8673907136544826
10,FFD,0.8544330923098848
10,MILQ,0.8364438552853195
10,MTMC,0.8608963906051148
10,NoTODS,0.8388509699221632
