num_qubits_each_circuit,dataset,scheduler_latency
2,FFD,0.007288217544555664
2,MILQ,16.52161979675293
2,MTMC,0.007603645324707031
2,NoTODS,0.8903613090515137
3,FFD,0.007279396057128906
3,MILQ,0.9321973323822021
3,MTMC,0.013508081436157227
3,NoTODS,0.959277868270874
4,FFD,0.009115219116210938
4,MILQ,0.868072509765625
4,MTMC,0.01585221290588379
4,NoTODS,0.9411959648132324
5,FFD,0.004616737365722656
5,MILQ,0.8357441425323486
5,MTMC,0.016526222229003906
5,NoTODS,0.918175458908081
6,FFD,0.01561737060546875
6,MILQ,6.0211570262908936
6,MTMC,0.021070480346679688
6,NoTODS,0.9609887599945068
7,FFD,0.01643228530883789
7,MILQ,20.91500973701477
7,MTMC,0.025928020477294922
7,NoTODS,0.9585897922515869
8,FFD,0.016850948333740234
8,MILQ,403.2073631286621
8,MTMC,0.03307032585144043
8,NoTODS,0.9559614658355713
9,FFD,0.018465042114257812
9,MILQ,6.614013671875
9,MTMC,0.03627896308898926
9,NoTODS,0.9506874084472656
10,FFD,0.018212318420410156
10,MILQ,16.321112871170044
10,MTMC,0.03575706481933594
10,NoTODS,0.9559066295623779
