num_qubits_each_circuit,dataset,average_fidelity
2,FFD,0.8487239320570991
2,MILQ,0.8441407245942283
2,MTMC,0.859675141537247
2,NoTODS,0.9882800829280762
3,FFD,0.863181555129184
3,MILQ,0.84758982563911
3,MTMC,0.8662094270587211
3,NoTODS,0.9507072578334969
4,FFD,0.8128347314989657
4,MILQ,0.8283278141220869
4,MTMC,0.8123652508017004
4,NoTODS,0.9530792326384667
5,FFD,0.7771473144673587
5,MILQ,0.7898367973344254
5,MTMC,0.7801696564251194
5,NoTODS,0.8638954387554298
6,FFD,0.9084201562197369
6,MILQ,0.9104835204514152
6,MTMC,0.9133491754757234
6,NoTODS,0.8676524904101035
7,FFD,0.8784115888902099
7,MILQ,0.9055102033472877
7,MTMC,0.8806355091999615
7,NoTODS,0.8666433130781962
8,FFD,0.8787201912869655
8,MILQ,0.8814922081378205
8,MTMC,0.8821022493591588
8,NoTODS,0.8532597601335876
9,FFD,0.8579576219429085
9,MILQ,0.8542291175859527
9,MTMC,0.8617219230962436
9,NoTODS,0.8708533007214886
10,FFD,0.8584962733709233
10,MILQ,0.8386181571690089
10,MTMC,0.8618741861396724
10,NoTODS,0.8385708291392971
