num_qubits_each_circuit,dataset,scheduler_latency
2,FFD,0.0075571537017822266
2,MILQ,299.8050389289856
2,MTMC,0.009062051773071289
2,NoTODS,0.7391326427459717
3,FFD,0.007196903228759766
3,MILQ,0.42646312713623047
3,MTMC,0.010547637939453125
3,NoTODS,0.7852873802185059
4,FFD,0.004769086837768555
4,MILQ,0.9123477935791016
4,MTMC,0.013721466064453125
4,NoTODS,0.8156852722167969
5,FFD,0.0076220035552978516
5,MILQ,0.48222994804382324
5,MTMC,0.013720989227294922
5,NoTODS,0.7894027233123779
6,FFD,0.012687206268310547
6,MILQ,3.590121030807495
6,MTMC,0.017161846160888672
6,NoTODS,0.7881424427032471
7,FFD,0.012208223342895508
7,MILQ,3.9587900638580322
7,MTMC,0.022220611572265625
7,NoTODS,0.7802908420562744
8,FFD,0.009257793426513672
8,MILQ,5.694316148757935
8,MTMC,0.025266647338867188
8,NoTODS,0.8271284103393555
9,FFD,0.014349937438964844
9,MILQ,5.379713773727417
9,MTMC,0.02821493148803711
9,NoTODS,0.8371798992156982
10,FFD,0.015126228332519531
10,MILQ,14.892414569854736
10,MTMC,0.030581235885620117
10,NoTODS,0.8366119861602783
