num_circuit,dataset,scheduler_latency
2,FFD,0.004671335220336914
2,MILQ,17.110836505889893
2,MTMC,0.005905866622924805
2,NoTODS,0.1456737518310547
3,FFD,0.006734371185302734
3,MILQ,0.16216778755187988
3,MTMC,0.007292270660400391
3,NoTODS,0.2107851505279541
4,FFD,0.007523536682128906
4,MILQ,0.36725664138793945
4,MTMC,0.007598161697387695
4,NoTODS,0.21396684646606445
5,FFD,0.007561922073364258
5,MILQ,0.38903021812438965
5,MTMC,0.006928443908691406
5,NoTODS,0.3405487537384033
6,FFD,0.007822751998901367
6,MILQ,0.7034332752227783
6,MTMC,0.012617111206054688
6,NoTODS,0.3675558567047119
7,FFD,0.008173465728759766
7,MILQ,0.9478178024291992
7,MTMC,0.014961004257202148
7,NoTODS,0.5201723575592041
8,FFD,0.01063084602355957
8,MILQ,1.6702921390533447
8,MTMC,0.014935731887817383
8,NoTODS,0.5545632839202881
9,FFD,0.010193109512329102
9,MILQ,1.800166368484497
9,MTMC,0.02193140983581543
9,NoTODS,0.6022229194641113
10,FFD,0.007040977478027344
10,MILQ,4.005681037902832
10,MTMC,0.022769927978515625
10,NoTODS,0.6954061985015869
11,FFD,0.013216733932495117
11,MILQ,4.799623489379883
11,MTMC,0.02572488784790039
11,NoTODS,0.760404109954834
12,FFD,0.014349937438964844
12,MILQ,5.379713773727417
12,MTMC,0.02821493148803711
12,NoTODS,0.8371798992156982
13,FFD,0.016959190368652344
13,MILQ,4.682635307312012
13,MTMC,0.030610084533691406
13,NoTODS,0.9107265472412109
14,FFD,0.018465042114257812
14,MILQ,6.614013671875
14,MTMC,0.03627896308898926
14,NoTODS,0.9506874084472656
15,FFD,0.019710779190063477
15,MILQ,6.727953195571899
15,MTMC,0.04157900810241699
15,NoTODS,0.9747977256774902
16,FFD,0.023033618927001953
16,MILQ,38.13507556915283
16,MTMC,0.042799949645996094
16,NoTODS,1.0875763893127441
17,FFD,0.025749683380126953
17,MILQ,11.950233221054077
17,MTMC,0.04551553726196289
17,NoTODS,1.1952173709869385
18,FFD,0.03215289115905762
18,MILQ,41.63255333900452
18,MTMC,0.04878592491149902
18,NoTODS,1.208512783050537
19,FFD,0.03467226028442383
19,MILQ,17.600177526474
19,MTMC,0.053829193115234375
19,NoTODS,1.2515435218811035
20,FFD,0.038558006286621094
20,MTMC,0.05780959129333496
20,NoTODS,1.4476606845855713
