num_qubits_each_circuit,dataset,scheduler_latency
2,FFD,0.0067484378814697266
2,MILQ,8.649773597717285
2,MTMC,0.008596420288085938
2,NoTODS,0.8520312309265137
3,FFD,0.007344722747802734
3,MILQ,0.7195630073547363
3,MTMC,0.008010387420654297
3,NoTODS,0.7998569011688232
4,FFD,0.0048787593841552734
4,MILQ,0.7093737125396729
4,MTMC,0.013695478439331055
4,NoTODS,0.8871684074401855
5,FFD,0.007126569747924805
5,MILQ,0.6988334655761719
5,MTMC,0.014733314514160156
5,NoTODS,0.9223217964172363
6,FFD,0.013141632080078125
6,MILQ,4.870052337646484
6,MTMC,0.021611928939819336
6,NoTODS,0.8825986385345459
7,FFD,0.015497207641601562
7,MILQ,5.6878321170806885
7,MTMC,0.02392411231994629
7,NoTODS,0.8654880523681641
8,FFD,0.015192747116088867
8,MILQ,5.613624572753906
8,MTMC,0.029857158660888672
8,NoTODS,0.863903284072876
9,FFD,0.016959190368652344
9,MILQ,4.682635307312012
9,MTMC,0.030610084533691406
9,NoTODS,0.9107265472412109
10,FFD,0.0170595645904541
10,MILQ,230.96221947669983
10,MTMC,0.032143354415893555
10,NoTODS,0.9178328514099121
