num_qubits_each_circuit,dataset,scheduler_latency
2,FFD,0.005070686340332031
2,MILQ,139.32669854164124
2,MTMC,0.007641792297363281
2,NoTODS,0.38082122802734375
3,FFD,0.006438732147216797
3,MILQ,1.835277795791626
3,MTMC,0.004628419876098633
3,NoTODS,0.3933532238006592
4,FFD,0.0020842552185058594
4,MILQ,0.35042452812194824
4,MTMC,0.0073664188385009766
4,NoTODS,0.3933296203613281
5,FFD,0.0068399906158447266
5,MILQ,0.14003229141235352
5,MTMC,0.008831501007080078
5,NoTODS,0.3897271156311035
6,FFD,0.006801128387451172
6,MILQ,0.4145197868347168
6,MTMC,0.008492469787597656
6,NoTODS,0.3882482051849365
7,FFD,0.007830142974853516
7,MILQ,0.7701528072357178
7,MTMC,0.011419057846069336
7,NoTODS,0.40486645698547363
8,FFD,0.0056149959564208984
8,MILQ,0.52960205078125
8,MTMC,0.012958288192749023
8,NoTODS,0.40413331985473633
9,FFD,0.007822751998901367
9,MILQ,0.7034332752227783
9,MTMC,0.012617111206054688
9,NoTODS,0.3675558567047119
10,FFD,0.007097482681274414
10,MILQ,0.45247888565063477
10,MTMC,0.015160322189331055
10,NoTODS,0.41310834884643555
