num_circuit,dataset,scheduler_latency
2,FFD,0.003536224365234375
2,MILQ,17.296196937561035
2,MTMC,0.0048770904541015625
2,NoTODS,0.11112427711486816
3,FFD,0.006814002990722656
3,MILQ,300.0243408679962
3,MTMC,0.006399393081665039
3,NoTODS,0.3247649669647217
4,FFD,0.005774497985839844
4,MILQ,0.20654582977294922
4,MTMC,0.009653806686401367
4,NoTODS,0.2680788040161133
5,FFD,0.0031080245971679688
5,MILQ,0.30870652198791504
5,MTMC,0.007997989654541016
5,NoTODS,0.33629298210144043
6,FFD,0.007830142974853516
6,MILQ,0.7701528072357178
6,MTMC,0.011419057846069336
6,NoTODS,0.40486645698547363
7,FFD,0.007765531539916992
7,MILQ,0.9871861934661865
7,MTMC,0.012498855590820312
7,NoTODS,0.46204519271850586
8,FFD,0.00646662712097168
8,MILQ,1.45430326461792
8,MTMC,0.014423370361328125
8,NoTODS,0.5411193370819092
9,FFD,0.009392499923706055
9,MILQ,1.571220874786377
9,MTMC,0.014772176742553711
9,NoTODS,0.5970745086669922
10,FFD,0.00937342643737793
10,MILQ,2.3505194187164307
10,MTMC,0.01622605323791504
10,NoTODS,0.7049286365509033
11,FFD,0.011507034301757812
11,MILQ,3.168456792831421
11,MTMC,0.018764972686767578
11,NoTODS,0.7578825950622559
12,FFD,0.012208223342895508
12,MILQ,3.9587900638580322
12,MTMC,0.022220611572265625
12,NoTODS,0.7802908420562744
13,FFD,0.015497207641601562
13,MILQ,5.6878321170806885
13,MTMC,0.02392411231994629
13,NoTODS,0.8654880523681641
14,FFD,0.01643228530883789
14,MILQ,20.91500973701477
14,MTMC,0.025928020477294922
14,NoTODS,0.9585897922515869
15,FFD,0.01751422882080078
15,MILQ,8.201061725616455
15,MTMC,0.027756690979003906
15,NoTODS,1.103844404220581
16,FFD,0.01977705955505371
16,MILQ,13.959554433822632
16,MTMC,0.03120899200439453
16,NoTODS,1.037771463394165
17,FFD,0.022924423217773438
17,MILQ,9.785449028015137
17,MTMC,0.03329300880432129
17,NoTODS,1.1584067344665527
18,FFD,0.024907350540161133
18,MILQ,27.27877140045166
18,MTMC,0.03801989555358887
18,NoTODS,1.193573236465454
19,FFD,0.026309728622436523
19,MILQ,24.446815729141235
19,MTMC,0.03868412971496582
19,NoTODS,1.247450828552246
20,FFD,0.0299985408782959
20,MTMC,0.044654130935668945
20,NoTODS,1.347304105758667
