num_qubits_each_circuit,dataset,scheduler_latency
2,FFD,0.006733417510986328
2,MILQ,90.01736736297607
2,MTMC,0.007375240325927734
2,NoTODS,0.29395008087158203
3,FFD,0.005627870559692383
3,MILQ,300.01317858695984
3,MTMC,0.006179094314575195
3,NoTODS,0.3279533386230469
4,FFD,0.003557443618774414
4,MILQ,0.3799567222595215
4,MTMC,0.006889820098876953
4,NoTODS,0.3297126293182373
5,FFD,0.007174491882324219
5,MILQ,0.1505601406097412
5,MTMC,0.006987333297729492
5,NoTODS,0.339860200881958
6,FFD,0.0074236392974853516
6,MILQ,0.322878360748291
6,MTMC,0.008220911026000977
6,NoTODS,0.32445454597473145
7,FFD,0.0031080245971679688
7,MILQ,0.30870652198791504
7,MTMC,0.007997989654541016
7,NoTODS,0.33629298210144043
8,FFD,0.007357120513916016
8,MILQ,0.4735147953033447
8,MTMC,0.011615276336669922
8,NoTODS,0.3303806781768799
9,FFD,0.007561922073364258
9,MILQ,0.38903021812438965
9,MTMC,0.006928443908691406
9,NoTODS,0.3405487537384033
10,FFD,0.007157802581787109
10,MILQ,0.31496334075927734
10,MTMC,0.012278556823730469
10,NoTODS,0.34392619132995605
